title,author,date,url,body,attaches
教务处会议通知,综合科,2003-05-09,https://jwch.fzu.edu.cn/info/1035/7949.htm,各院、系、教研室：为做好本科生实践教学环节的管理工作，兹定于5月13日（星期二）下午3：00在校办公楼二层会议厅召开实践环节教学工作会议，请校督导组、各院分管教学院长、系主任（含院下属系分管教学主任）、各教研室主任出席。教务处2003年5月9日,[]
关于“五一”不放假照常上课的通知,综合科,2003-04-29,https://jwch.fzu.edu.cn/info/1035/7947.htm,关于“五一”不放假照常上课的通知接校办紧急通知，今年“五一”不放假，照常上课。具体课程安排为：5月1日上星期四的课，2日上星期五的课，5日上星期一的课。原安排在双休日（5月3、4日）的课程（包括校选课、跨院、系选修课）照常上课。请各院、系务必通知到有关任课教师和学生，学校将组织检查上课情况。教   务   处2003年4月29日,[]
关于全国大学英语四、六级口语考试推迟的通知,综合科,2003-04-29,https://jwch.fzu.edu.cn/info/1035/7948.htm,接教育部高教司文科处和全国大学英语四、六级考试委员会考试办公室通知：“… 原定于2003年5月17、18、24、25日进行的大学英语四、六级考试口试因故推迟，考试日期暂定为2003年11月，本次报名将继续有效。但如有考生要求退出考试，考点必须全额退回考生交纳的考试报名费。”为此，请按本通知执行。根据以上通知，如有考生要退款，退款时，按照如下措施执行：1）收回考生收款发票、准考证2）如收据遗失，详细登记考生信息3）所有退款考生必须签字4）取消原定于5月10日举行的考前说明会5）请到福建师范大学外国语学院大外部办理教  务  处二〇〇三年四月二十九日,[]
关于领取2003年1月份CET证书的通知,综合科,2003-04-16,https://jwch.fzu.edu.cn/info/1035/7946.htm,各院系：2003年1月份CET证书已分发核对完毕，请各院系教学干事尽快到教务处领取。教 务 处二OO三年四月十六日,[]
关于办理学士学位证书的通知,综合科,2003-04-15,https://jwch.fzu.edu.cn/info/1035/7945.htm,各院、系：2003年4月份学士学位证书已打印完毕，请各院系教学干事尽快到教务处办理相关手续，领取证书。教务处二OO三年四月十五日,[]
2003届进入毕业环节学生公共基础课程清考安排,综合科,2003-04-04,https://jwch.fzu.edu.cn/info/1035/7944.htm,"2003届进入毕业环节学生公共基础课程清考安排经学校研究对2003届毕业班学生公共基础课再安排一次清考，时间定为5月8日至18日(晚上或周末)，请各院、系须在4月20日前将清考学生名单（重考三联单）送交各相关课程教研室并做好重考学分登记。因时间紧迫，请相关课程教研室务必在考后二天内将成绩报送到学生所在院、系。具体考试时间安排如下：科目                人数           考试时间              地点高数（一、二、三）A、文数	18			 5.8晚6：30-8：30		东117高数（一、二、四）B			82			 5.9晚6：30-8：30	    扇A高数二C						45			 5.10晚6：30-8：30		东119线代						43			 5.10上午10:00-12:00		东119概率						36			 5.10下午2:30-4:30		东119复变						17			 5.10上午8:00-10:00		东119积分						11			 5.11晚6：30-8：30      东208物理(一,二,三)A上			15			 5.12晚6：30-8：30		东208物理(一,二,三)B下			26			 5.13晚6：30-8：30      东208计算机基础,二级FOXPRO,PASXALH上机				48			 5.11上午10:00-12:00		机房PASCAL,C语言笔试			24			 5.11上午8:00-10:00		东119制图A,B						11			 5.11下午2:30-4:30		东206英语一						1			 5.17上午8:00-10:00		东213英语二						4			 5.17上午8:00-10:00		东213英语三						10			 5.17下午2:30-4:30	    东213英语四						76			 5.17上午10:00-12:00	    东301法律						17			 5.14晚6：30-8：30      东208思想修养					6			 5.15晚6：30-8：30      东218邓论						6			 5.17晚6：30-8：30      东106马哲						16			 5.18晚6：30-8：30      东106政经						4			 5.16晚6：30-8：30      东218军事						1                自行安排注：1、体育跟班重考；2、物理实验由实验室安排。教  务  处2003年3月26日",[]
关于举办福州大学第二届非计算机专业“计算机程序设计竞赛”的通知,综合科,2003-04-02,https://jwch.fzu.edu.cn/info/1035/7943.htm,教字（2003）22  号各院系、各班级：为了促进我校计算机基础教育的发展，提高我校非计算机专业学生计算机文化素质和程序设计水平，增强学生的计算机应用能力和社会岗位适应能力，特举办福州大学第二届非计算机专业“计算机程序设计竞赛”活动。现将具体事项通知如下：一．参赛对象：我校非计算机专业在校本科生二．竞赛方式、语种：上机编程考试，语种可用C、Pascal或Visual Foxpro（需选其一）三．竞赛时间、地点：2003年5月11日（周日）8:00-10:00，计算机系楼基础实验室四：报名方式、时间：登录以下网站报名（任选，勿重报）：①met.fzu.edu.cn/cai/myweb（福大“教学之窗”中“计算机一级教学系统”）②210.34.50.1（福大“西二在线”）报名时间：即日起至4月30日止五．奖励方法：根据参赛者完成数量和质量，评出一等奖、二等奖 、三等奖若干名，由学校颁发获奖证书及奖金；根据参赛人数和获奖情况，评出优秀组织奖若干名，由学校颁发获奖证书。主办单位：校教务处、学生处承办单位：信息学院计算机系基础教研室2003．4．1备注：请各院系张贴宣传,[]
福州大学大学英语教学规定,综合科,2003-03-24,https://jwch.fzu.edu.cn/info/1035/7942.htm,"""http://www.w3.org/TR/html4/loose.dtd"">无标题文档福大教〔 2004〕6号关于印发《福州大学大学英语教学规定》的通知各学院：《福州大学大学英语教学规定》已经校教学指导委员会（扩大）会议讨论通过，现印发给你们，请认真遵照执行。福 州 大 学二○○四年二月二十六日主题词 ： 教学 文件 印发 通知———————————————————————————抄报：福建省教育厅。抄送：各有关单位。———————————————————————————福州大学校长办公室 2004年2月26日印发———————————————————————————福州大学大学英语教学规定根据教育部新下达的《大学英语课程教学要求（试行）》和校务会议的精神，为提高英语教学质量, 加强我校《大学英语》课程的教学 改革工作 ，我校从本学期开始对《大学英语》的课程内容、教学方法、考试方式等方面进行改革 ,经 校教学指导委员会（扩大）会议讨论 ，现对我校大学英语教学规定如下：1、自03级学生起， CET-4成绩不再作为学生毕业的单项要求，但仍作为我校毕业生申请学士学位授予资格的要求。同时强化我校《大学英语》考试的改革和管理, 在《大学 英语》课程结束 (二下)时 设立“英语综合能力考试”。学生必须通过“英语综合能力考试”，成绩合格，方可取得英语课程学分。2、02级之前（含02级）仍在籍学生采用过渡形式：(1)按原《大学英语》教学要求： CET-4≥60分者可毕业并获得申请授予学士学位的资格；CET-4≥50分可申请毕业。（2）亦可 参照本规定，申请参加我校的“英语综合能力考试”（本学期计划安排在 6月份），成绩及格者可 申请毕业 （“英语综合能力考试”成绩可作为原校四级英语课程重考或重修成绩，但 原校四级英语课程 成绩不能作为现行的“英语综合能力考试”成绩）。3、鉴于工艺美术学院、工程技术学院目前的实际情况，对其本科毕业生大学英语教学亦可参照本规定执行。4、本规定自二○○四年三月一日起执行，解释权归校教务处。",[]
有关重修重考学分统计的通知,综合科,2003-03-18,https://jwch.fzu.edu.cn/info/1035/7939.htm,凡是重修重考学分统计与报表有出入需要更正者，由各院系负责成绩管理者出具证明并签名，同时加盖院、系公章（另报送一份教务处备案），直接到计财处更正。教  务  处,[]
关于毕业实习、毕业设计（论文）工作的检查通知,综合科,2003-03-18,https://jwch.fzu.edu.cn/info/1035/7941.htm,教字（2003）13  号关于毕业实习、毕业设计（论文）工作的检查通知各院系：为了保证毕业实习、毕业设计（论文）工作的质量， 注重毕业设计（论文）过程的检查、监督，校教务处和校教学工作督导组将于3.19 —3.28对毕业实习、毕业设计（论文）的 工作进行检查，请各院系做好准备工作。院   系检查时间   上午 8：30 – 12：00下午 2：30 – 5：30电子系3月24上午 （下周一）电气系3月25上午 （下周二）无线电系3月25下午 （下周二）化学化工学院3月20上午 （本周四）法学院3月24上午 （下周一）侨兴轻工学院3月20上午 （本周四）材料学院3月26上午 （下周三）资源系3月25上午 （下周二）机械系3月27上午 （下周四）管理学院3月21上午 （本周五）土建学院3月21上午 （本周五）计算机系3月27上午 （下周四）数学系3月28上午 （下周五）外语系3月26上午 （下周三）教务处二ΟО三年三月十八日,[]
关于规范福州大学学生试卷建档要求的通知,质量办,2007-05-25,https://jwch.fzu.edu.cn/info/1040/10104.htm,试卷是衡量和评价学生学习绩效和水平的重要依据，成绩和试卷的管理是教务管理的重要内容，也是教学质量检查的重要方面。为进一步规范对试卷的管理，特作如下具体要求：一、考试结束后，任课教师需提供以下材料1.样卷或A卷1份2.样卷或A卷参*与评分标准1份3.备用卷或B卷1份4.备用卷或B卷参*与评分标准1份5．试卷质量分析表1份6．成绩单1份7.考场巡查报告单1份8.其他材料若干份（期中成绩评定方法、考试方法改革相关的评分材料等）9.学生考试卷二、试卷整理和归档要求学生试卷原则上按课程分学期、按授课班级装订，具体要求如下：1. 试卷按教师的授课班级装订成册。统考的公共基础课A、B卷、标准答案及评分标准等资料可单独装订保存。2.  试卷采用学校统一的装订封面，装订按以上9项内容顺序排列，其中考试卷还要按成绩单上学生姓名顺序排列。3. 任课教师于考试后提交的9项材料整理完毕后，由学院组织专人验收，统一建档。4. 开学初补考的试卷按课程分学期单独装订保存，装订内容包括空白试卷、标准答案及评分标准、成绩单和学生考试卷。注：试卷封面统一到教材科领取（新校区中-102）福州大学教务处2007.5.25,[]
关于举办双语教学教师培训研讨班的通知,教研教改,2007-05-24,https://jwch.fzu.edu.cn/info/1037/9657.htm,"校教〔2007〕19号关于举办双语教学教师培训研讨班的通知各学院:为加强我校双语教学教师的双语授课能力，建立双语教师的沟通平台，提高双语课程的教学水平，根据我校实际情况，现决定举办双语教学教师培训研讨班，有关事项通知如下：1、采取培训+研讨的方式，聘请我校傅晓双硕士（澳大利亚悉尼大学教育学硕士，英语教学方向；文学硕士，翻译方向）开展英语语音和口语能力两方面的针对性培训，并组织双语教师就双语教学有关问题进行沟通和探讨。2、课时：初定30学时，每周五晚7：00-9：00，从 6月 1 日开始。上课地点在老校区，具体地点待通知。3、参加人员：以承担双语教学立项课程的教师为主，其他教师欲参加的也可报名。请各学院将此通知告知本单位有关教师，确定参加培训教师名单,于5月28日前上报教务处教研科。附件1: 福州大学首批“双语教学课程立项建设”项目名单附件2:**学院参加双语教学教师培训研讨班名单教务处2007年5月23日主题词：教学   双语   培训研讨   通知抄送：校领导。福州大学教务处                  2007年5月23日印发附件1福州大学首批“双语教学课程立项建设”项目名单序号	单位	负责人	立项课程名称1	电气学院	毛行奎	高频电力电子技术2	电气学院	程国扬	计算机控制系统3	生工学院	汪少芸	蛋白质化学4	生工学院	林　娟	微生物学5	生工学院	陈剑锋	生化分离工程6	生工学院	倪　莉	食品化学7	生工学院	李　昊	细胞工程8	化工学院	张　杰	精细化工工艺学9	土木学院	刘毓氚	土力学10	土木学院	陈宝春	大跨度桥梁11	土木学院	祁　皑	结构力学12	环资学院	谢花林	生态学13	环资学院	焦述强	地质与地貌学14	物信学院	黄衍堂	光电技术15	物信学院	张华君	信号与系统16	人文学院	郑新夷	人力资源管理概论17	数计学院	郭　洪	计算机网络管理18	法学院	林小春	刑事法模拟法庭19	法学院	高建勋	国际私法20	材料学院	于　岩	陶瓷工艺学21	管理学院	冯　玲	金融市场学22	管理学院	孙秋碧	统计学23	管理学院	王水平	管理会计24	管理学院	朱祖平	质量管理25	管理学院	陈丽英	货币银行学26	管理学院	林　兢	会计学原理27	管理学院	骆念蓓	电子商务28	管理学院	黄祥钟	国际结算29	机械学院	严世榕	机械振动30	机械学院	蓝兆辉	机械原理31	机械学院	姚立纲	机械设计32	机械学院	陈淑梅	液压与气动技术33	公管学院	叶先宝	公共政策学附件2:**学院参加双语教学教师培训研讨班名单学院公章教师姓名	是否双语立项课程教师（打√）是	否",[]
关于核对教授任课情况的通知,教学运行,2007-05-22,https://jwch.fzu.edu.cn/info/1036/10389.htm,各学院教学干事：为了做好教授任课情况统计分析工作，注册中心已将各学院教授任课情况统计功能上网，请各学院通过教务综合管理系统打印各学年（2004、2005、2006）教授名单和任课教授名单（本次不统计副教授），并认真核对，对于没有任课的教授请在备注中注明未任课的具体原因。并于2007年05月25日上报注册中心。具体操作方法如下：1.进入教务综合管理系统，点击基础信息下的教师信息菜单，在出现的教师信息窗口中点击教授任课情况按钮，即出现教授任课情况统计窗口。2.在教授任课情况统计窗口中，选择或填入相关的内容，（具体年份统计举例如下：如要统计2004学年则输入：职称选择教授，学年：2004，年龄：    3.点击教授人员情况按钮将列出某学年学院的教授名单（简称表一），点击教授任课情况按钮将列出某学年学院任课的教授名单（简称表二）。将表一打印出来与表二核对并对未任课的教授在备注中说明。4.对于未在系统统计表中出现的教授（特别是双肩挑或某学年转单位的教授），请在表后追加并说明原因。注册中心2007年05月22日,[]
福州大学本科教学评估材料收集2号通知,质量办,2007-05-21,https://jwch.fzu.edu.cn/info/1040/10103.htm,"各学院：第六次学院本科教学评估已顺利结束，现已经进入学院评估整改及学校评估材料整理阶段，为了进一步做好学校评估材料的整理工作，现要求各学院按照附件一的内容补全材料，表格按照附件二里面要求到本科评估网下载专区里面的专用表格重新填写，以学院并为单位填好打包，于5月27日之前发至评建办邮箱pjb@fzu.edu.cn,，逾期将予以通报批评！校本科评建办公室材料组2007年5月21日附件一：福州大学本科教学工作水平评估支撑材料需学院补充材料目录附件二：福州大学本科教学工作水平评估支撑材料需要学院补充表格目录",[]
2006-2007第二学期复变函数、积分变换、矢量分析与场论独立开班重修考试安排表,教学运行,2007-05-17,https://jwch.fzu.edu.cn/info/1036/10388.htm,序号科目时间考试地点任课教师1复变函数6月9日（星期六）上午8：00-10：00西2-501周勇2积分变换6月9日（星期六）上午10：10-12：10西2-501林木仁3矢量分析与场论6月9日（星期六）下午2：30-4：30西2-403注意：1.考试对象：电气学院、物信学院学生。2.请各位考生带好有效证件(学生证或身份证)，无证件者不得参加考试；3.考试请提前15分钟到场。,[]
关于印发福州大学第六次学院本科教学评估总结报告及下一阶段工作安排的通知,质量办,2007-05-15,https://jwch.fzu.edu.cn/info/1040/10102.htm,各学院、各单位：我校第六次学院本科教学评估工作已告一段落，经专家组综合评估，针对各学院情况出具了评估报告，现印发给你们，望认真学习，有针对性的提出整改方案，于5月20日之前将整改方案的报告报教务处质量办，结合我校拟定的下一阶段学院主要工作安排认真布置有关工作。附件一：第六次学院本科教学工作评估总结附件二：学院评估分报告附件三：学院5-7月本科评估主要工作安排福州大学本科评建办公室2007年5月10日,[]
关于催报未按期上报转专业名单的通知,教学运行,2007-05-15,https://jwch.fzu.edu.cn/info/1036/10387.htm,"各相关学院：转专业名单仍有下列学院未按规定上报,请今日内务必交齐,否则,过期不予受理。未按期上报转专业名单的学院有:1.电气工程及自动化学院2.化学化工学院3.生物工程与科学学院4.物理与信息工程学院5.建筑学院6.法学院福州大学教务处2007年5月15日",[]
体育重修考试通知,教学运行,2007-05-15,https://jwch.fzu.edu.cn/info/1036/10386.htm,兹定于5月19日（周六）上午9：00-11：00安排所有年级同学的体育重修考试，地点在新校区田径场，望相互转告。福州大学教务处2007年5月15日,[]
０５０６级体育理论课考场安排,教学运行,2007-05-10,https://jwch.fzu.edu.cn/info/1036/10385.htm,兹定于第１２周（５月１４日至５月１８日）安排２００５级学生进行体育理论课的笔试，第１３周（５月２１日至５月２５日）安排２００６级学生进行体育理论课的笔试，考试时间为原来安排上体育课的时间段，具体考试时间请见下表，请各学院教学办及时通知学生前往所在考场考试．[url]http://jwch.fzu.edu.cn/oa/soft/2007510112858.xls[|url][u][b]0506级体育理论考场安排[/b][/u][/hyper]福州大学教务处2007年5月10日,[]
关于召开第六次学院本科教学工作水平评估总结会议的通知,教学运行,2007-05-09,https://jwch.fzu.edu.cn/info/1036/10384.htm,各学院、各有关单位：根据学校本科教学评估工作的安排，决定召开第六次学院本科教学工作水平评估总结会议，现通知如下：参会人员：1、学校领导2、全体学校评估专家3、副处级以上干部时  间：5月11日下午2：30。地  点：新校区东2-100室。福州大学本科教学评建办公室2007年5月9日,[]
关于本周末征用怡山校区教学楼的通知,教学运行,2007-05-08,https://jwch.fzu.edu.cn/info/1036/10383.htm,校英语综合能力考试将于5月12日（星期六）上午在老校区东楼、子兴南楼、子兴北楼、成教楼举行，请在上述各教学楼安排教学活动的相关学院做好调整工作，以保证考试的顺利进行。注册中心二OO七年五月八日,[]
2006-2007学年第二学期期末考试安排,教学运行,2007-05-08,https://jwch.fzu.edu.cn/info/1036/10382.htm,兹定于从2007年6月27日至2007年7月6日为全校停课复习考试周，现将考试周期间部分公共基础课的考试时间公布如下，请各学院教学办根据此时间合理安排本学院的专业课考试。下载：[url]http://jwch.fzu.edu.cn/oa/soft/200758145052.doc[|url][u][b]2006-2007学年第二学期期末考试安排[/b][/u][/hyper]福州大学教务处2007年5月8日,[]
关于微电子转专业学生咨询报告会的通知,教学运行,2007-05-08,https://jwch.fzu.edu.cn/info/1036/10381.htm,为了让广大学生了解微电子专业，了解微电子专业的发展前景和方向，物理与信息工程学院特举办2006级微电子转专业学生咨询报告会。对象：全校理工科学生时间：2007年5月10日（周四）晚7：30地点：公共教学楼东3-100物理与信息工程学院2007年5月8日,[]
